"ds";"y"
2023-04-05;"9220109.5200000"
2023-04-06;"4430735.2400000"
2023-04-07;"940019.1600000"
2023-04-08;"2802216.1900000"
2023-04-09;"2900316.4400000"
2023-04-10;"4944799.5400000"
2023-04-11;"7894085.8900000"
2023-04-12;"9114148.3500000"
2023-04-13;"10507812.4500000"
2023-04-14;"5045725.2800000"
2023-04-15;"7006736.2500000"
2023-04-16;"3045158.3200000"
2023-04-17;"6641578.3000000"
2023-04-18;"8352717.0400000"
2023-04-19;"9712481.4000000"
2023-04-20;"4384445.7700000"
2023-04-21;"548751.1600000"
2023-04-22;"4256340.6300000"
2023-04-23;"3228588.4700000"
2023-04-24;"5422082.5300000"
2023-04-25;"8776677.7100000"
2023-04-26;"7574939.1000000"
2023-04-27;"10000252.3200000"
2023-04-28;"5827670.2900000"
2023-04-29;"8387634.5000000"
2023-04-30;"8851491.5900000"
2023-05-01;"138958.1800000"
2023-05-02;"4317081.1800000"
2023-05-03;"7235014.3300000"
2023-05-04;"7160664.7100000"
2023-05-05;"6547026.9600000"
2023-05-06;"5194214.6000000"
2023-05-07;"2791091.4900000"
2023-05-08;"6186445.3700000"
2023-05-09;"9478680.1100000"
2023-05-10;"11382545.5300000"
2023-05-11;"9438725.6300000"
2023-05-12;"6564473.0400000"
2023-05-13;"5513260.5700000"
2023-05-14;"2647644.2400000"
2023-05-15;"6277169.6400000"
2023-05-16;"8203158.6300000"
2023-05-17;"8848517.7800000"
2023-05-18;"7652021.9800000"
2023-05-19;"3190911.9500000"
2023-05-20;"4750324.0900000"
2023-05-21;"2264705.9400000"
2023-05-22;"2896867.4400000"
